x-axis,1,2,MATH
-1.020000E-03,+445.312500E-03,+426.405907E-03,-29.918671E-03
-1.015000E-03,+453.125000E-03,+436.171532E-03,-18.199921E-03
-1.010000E-03,+460.937500E-03,+455.702782E-03,-10.387421E-03
-1.005000E-03,+468.750000E-03,+475.234032E-03,-2.574921E-03
-1.000000E-03,+476.562500E-03,+484.999657E-03,+5.237579E-03
-995.000E-06,+480.468750E-03,+494.765282E-03,+13.050079E-03
-990.000E-06,+488.281250E-03,+514.296532E-03,+20.862579E-03
-985.000E-06,+492.187500E-03,+524.062157E-03,+28.675079E-03
-980.000E-06,+500.000000E-03,+543.593407E-03,+40.393829E-03
-975.000E-06,+503.906250E-03,+563.124657E-03,+52.112579E-03
-970.000E-06,+507.812500E-03,+572.890282E-03,+63.831329E-03
-965.000E-06,+511.718750E-03,+592.421532E-03,+75.550079E-03
-960.000E-06,+515.625000E-03,+611.952782E-03,+91.175079E-03
-955.000E-06,+515.625000E-03,+621.718407E-03,+102.893829E-03
-950.000E-06,+523.437500E-03,+641.249657E-03,+110.706329E-03
-945.000E-06,+523.437500E-03,+660.780907E-03,+126.331329E-03
-940.000E-06,+527.343750E-03,+670.546532E-03,+138.050079E-03
-935.000E-06,+531.250000E-03,+680.312157E-03,+149.768829E-03
-930.000E-06,+535.156250E-03,+699.843407E-03,+157.581329E-03
-925.000E-06,+535.156250E-03,+719.374657E-03,+173.206329E-03
-920.000E-06,+539.062500E-03,+729.140282E-03,+188.831329E-03
-915.000E-06,+542.968750E-03,+748.671532E-03,+200.550079E-03
-910.000E-06,+542.968750E-03,+768.202782E-03,+216.175079E-03
-905.000E-06,+546.875000E-03,+777.968407E-03,+231.800079E-03
-900.000E-06,+546.875000E-03,+797.499657E-03,+243.518829E-03
-895.000E-06,+550.781250E-03,+817.030907E-03,+259.143829E-03
-890.000E-06,+550.781250E-03,+826.796532E-03,+274.768829E-03
-885.000E-06,+554.687500E-03,+846.327782E-03,+286.487579E-03
-880.000E-06,+554.687500E-03,+865.859032E-03,+306.018829E-03
-875.000E-06,+558.593750E-03,+885.390282E-03,+321.643829E-03
-870.000E-06,+558.593750E-03,+904.921532E-03,+337.268829E-03
-865.000E-06,+562.500000E-03,+924.452782E-03,+352.893829E-03
-860.000E-06,+562.500000E-03,+934.218407E-03,+368.518829E-03
-855.000E-06,+562.500000E-03,+953.749657E-03,+380.237579E-03
-850.000E-06,+566.406250E-03,+963.515282E-03,+395.862579E-03
-845.000E-06,+566.406250E-03,+983.046532E-03,+411.487579E-03
-840.000E-06,+566.406250E-03,+992.812157E-03,+423.206329E-03
-835.000E-06,+570.312500E-03,+1.012343407E+00,+434.925079E-03
-830.000E-06,+570.312500E-03,+1.031874657E+00,+454.456329E-03
-825.000E-06,+574.218750E-03,+1.051405907E+00,+470.081329E-03
-820.000E-06,+574.218750E-03,+1.061171532E+00,+481.800079E-03
-815.000E-06,+574.218750E-03,+1.080702782E+00,+497.425079E-03
-810.000E-06,+578.125000E-03,+1.090468407E+00,+513.050079E-03
-805.000E-06,+578.125000E-03,+1.109999657E+00,+520.862579E-03
-800.000E-06,+582.031250E-03,+1.119765282E+00,+532.581329E-03
-795.000E-06,+582.031250E-03,+1.129530907E+00,+544.300079E-03
-790.000E-06,+582.031250E-03,+1.149062157E+00,+556.018829E-03
-785.000E-06,+585.937500E-03,+1.158827782E+00,+571.643829E-03
-780.000E-06,+585.937500E-03,+1.178359032E+00,+583.362579E-03
-775.000E-06,+585.937500E-03,+1.197890282E+00,+602.893829E-03
-770.000E-06,+585.937500E-03,+1.207655907E+00,+618.518829E-03
-765.000E-06,+585.937500E-03,+1.227187157E+00,+634.143829E-03
-760.000E-06,+589.843750E-03,+1.246718407E+00,+649.768829E-03
-755.000E-06,+589.843750E-03,+1.266249657E+00,+669.300079E-03
-750.000E-06,+589.843750E-03,+1.276015282E+00,+681.018829E-03
-745.000E-06,+589.843750E-03,+1.295546532E+00,+692.737579E-03
-740.000E-06,+593.750000E-03,+1.305312157E+00,+712.268829E-03
-735.000E-06,+593.750000E-03,+1.324843407E+00,+723.987579E-03
-730.000E-06,+593.750000E-03,+1.344374657E+00,+739.612579E-03
-725.000E-06,+593.750000E-03,+1.354140282E+00,+759.143829E-03
-720.000E-06,+593.750000E-03,+1.373671532E+00,+774.768829E-03
-715.000E-06,+597.656250E-03,+1.393202782E+00,+790.393829E-03
-710.000E-06,+597.656250E-03,+1.412734032E+00,+806.018829E-03
-705.000E-06,+597.656250E-03,+1.422499657E+00,+821.643829E-03
-700.000E-06,+601.562500E-03,+1.442030907E+00,+837.268829E-03
-695.000E-06,+601.562500E-03,+1.461562157E+00,+852.893829E-03
-690.000E-06,+601.562500E-03,+1.471327782E+00,+868.518829E-03
-685.000E-06,+601.562500E-03,+1.490859032E+00,+884.143829E-03
-680.000E-06,+601.562500E-03,+1.510390282E+00,+899.768829E-03
-675.000E-06,+601.562500E-03,+1.529921532E+00,+919.300079E-03
-670.000E-06,+605.468750E-03,+1.539687157E+00,+931.018829E-03
-665.000E-06,+605.468750E-03,+1.559218407E+00,+950.550079E-03
-660.000E-06,+605.468750E-03,+1.578749657E+00,+966.175079E-03
-655.000E-06,+605.468750E-03,+1.588515282E+00,+977.893829E-03
-650.000E-06,+605.468750E-03,+1.608046532E+00,+993.518829E-03
-645.000E-06,+609.375000E-03,+1.617812157E+00,+1.005237579E+00
-640.000E-06,+609.375000E-03,+1.637343407E+00,+1.020862579E+00
-635.000E-06,+609.375000E-03,+1.656874657E+00,+1.036487579E+00
-630.000E-06,+609.375000E-03,+1.666640282E+00,+1.056018829E+00
-625.000E-06,+609.375000E-03,+1.686171532E+00,+1.071643829E+00
-620.000E-06,+609.375000E-03,+1.705702782E+00,+1.087268829E+00
-615.000E-06,+613.281250E-03,+1.725234032E+00,+1.102893829E+00
-610.000E-06,+613.281250E-03,+1.734999657E+00,+1.122425079E+00
-605.000E-06,+613.281250E-03,+1.754530907E+00,+1.138050079E+00
-600.000E-06,+613.281250E-03,+1.764296532E+00,+1.149768829E+00
-595.000E-06,+613.281250E-03,+1.783827782E+00,+1.165393829E+00
-590.000E-06,+613.281250E-03,+1.803359032E+00,+1.181018829E+00
-585.000E-06,+617.187500E-03,+1.813124657E+00,+1.196643829E+00
-580.000E-06,+617.187500E-03,+1.842421532E+00,+1.216175079E+00
-575.000E-06,+617.187500E-03,+1.852187157E+00,+1.231800079E+00
-570.000E-06,+617.187500E-03,+1.871718407E+00,+1.247425079E+00
-565.000E-06,+617.187500E-03,+1.881484032E+00,+1.263050079E+00
-560.000E-06,+617.187500E-03,+1.901015282E+00,+1.278675079E+00
-555.000E-06,+617.187500E-03,+1.920546532E+00,+1.294300079E+00
-550.000E-06,+617.187500E-03,+1.930312157E+00,+1.309925079E+00
-545.000E-06,+617.187500E-03,+1.949843407E+00,+1.329456329E+00
-540.000E-06,+621.093750E-03,+1.969374657E+00,+1.345081329E+00
-535.000E-06,+621.093750E-03,+1.988905907E+00,+1.360706329E+00
-530.000E-06,+621.093750E-03,+1.998671532E+00,+1.376331329E+00
-525.000E-06,+621.093750E-03,+2.018202782E+00,+1.395862579E+00
-520.000E-06,+621.093750E-03,+2.037734032E+00,+1.411487579E+00
-515.000E-06,+621.093750E-03,+2.057265282E+00,+1.423206329E+00
-510.000E-06,+621.093750E-03,+2.067030907E+00,+1.442737579E+00
-505.000E-06,+621.093750E-03,+2.086562157E+00,+1.458362579E+00
-500.000E-06,+625.000000E-03,+2.106093407E+00,+1.477893829E+00
-495.000E-06,+625.000000E-03,+2.125624657E+00,+1.493518829E+00
-490.000E-06,+625.000000E-03,+2.135390282E+00,+1.509143829E+00
-485.000E-06,+625.000000E-03,+2.154921532E+00,+1.528675079E+00
-480.000E-06,+625.000000E-03,+2.174452782E+00,+1.544300079E+00
-475.000E-06,+625.000000E-03,+2.193984032E+00,+1.563831329E+00
-470.000E-06,+625.000000E-03,+2.203749657E+00,+1.575550079E+00
-465.000E-06,+625.000000E-03,+2.223280907E+00,+1.591175079E+00
-460.000E-06,+625.000000E-03,+2.242812157E+00,+1.606800079E+00
-455.000E-06,+628.906250E-03,+2.252577782E+00,+1.622425079E+00
-450.000E-06,+628.906250E-03,+2.272109032E+00,+1.641956329E+00
-445.000E-06,+628.906250E-03,+2.291640282E+00,+1.657581329E+00
-440.000E-06,+628.906250E-03,+2.301405907E+00,+1.673206329E+00
-435.000E-06,+628.906250E-03,+2.320937157E+00,+1.688831329E+00
-430.000E-06,+628.906250E-03,+2.340468407E+00,+1.700550079E+00
-425.000E-06,+628.906250E-03,+2.350234032E+00,+1.716175079E+00
-420.000E-06,+628.906250E-03,+2.369765282E+00,+1.731800079E+00
-415.000E-06,+628.906250E-03,+2.379530907E+00,+1.743518829E+00
-410.000E-06,+632.812500E-03,+2.389296532E+00,+1.755237579E+00
-405.000E-06,+632.812500E-03,+2.408827782E+00,+1.774768829E+00
-400.000E-06,+632.812500E-03,+2.428359032E+00,+1.786487579E+00
-395.000E-06,+632.812500E-03,+2.438124657E+00,+1.806018829E+00
-390.000E-06,+632.812500E-03,+2.457655907E+00,+1.821643829E+00
-385.000E-06,+632.812500E-03,+2.477187157E+00,+1.837268829E+00
-380.000E-06,+632.812500E-03,+2.486952782E+00,+1.852893829E+00
-375.000E-06,+632.812500E-03,+2.506484032E+00,+1.868518829E+00
-370.000E-06,+632.812500E-03,+2.516249657E+00,+1.880237579E+00
-365.000E-06,+632.812500E-03,+2.535780907E+00,+1.895862579E+00
-360.000E-06,+636.718750E-03,+2.545546532E+00,+1.907581329E+00
-355.000E-06,+636.718750E-03,+2.565077782E+00,+1.927112579E+00
-350.000E-06,+636.718750E-03,+2.584609032E+00,+1.946643829E+00
-345.000E-06,+636.718750E-03,+2.604140282E+00,+1.962268829E+00
-340.000E-06,+636.718750E-03,+2.613905907E+00,+1.977893829E+00
-335.000E-06,+636.718750E-03,+2.633437157E+00,+1.993518829E+00
-330.000E-06,+636.718750E-03,+2.652968407E+00,+2.013050079E+00
-325.000E-06,+636.718750E-03,+2.662734032E+00,+2.024768829E+00
-320.000E-06,+636.718750E-03,+2.682265282E+00,+2.036487579E+00
-315.000E-06,+636.718750E-03,+2.692030907E+00,+2.048206329E+00
-310.000E-06,+636.718750E-03,+2.701796532E+00,+2.063831329E+00
-305.000E-06,+636.718750E-03,+2.721327782E+00,+2.079456329E+00
-300.000E-06,+640.625000E-03,+2.740859032E+00,+2.095081329E+00
-295.000E-06,+640.625000E-03,+2.750624657E+00,+2.110706329E+00
-290.000E-06,+640.625000E-03,+2.770155907E+00,+2.126331329E+00
-285.000E-06,+640.625000E-03,+2.789687157E+00,+2.145862579E+00
-280.000E-06,+640.625000E-03,+2.799452782E+00,+2.157581329E+00
-275.000E-06,+640.625000E-03,+2.818984032E+00,+2.173206329E+00
-270.000E-06,+640.625000E-03,+2.828749657E+00,+2.184925079E+00
-265.000E-06,+640.625000E-03,+2.848280907E+00,+2.200550079E+00
-260.000E-06,+640.625000E-03,+2.858046532E+00,+2.212268829E+00
-255.000E-06,+640.625000E-03,+2.877577782E+00,+2.227893829E+00
-250.000E-06,+640.625000E-03,+2.887343407E+00,+2.239612579E+00
-245.000E-06,+640.625000E-03,+2.906874657E+00,+2.259143829E+00
-240.000E-06,+644.531250E-03,+2.926405907E+00,+2.274768829E+00
-235.000E-06,+640.625000E-03,+2.945937157E+00,+2.294300079E+00
-230.000E-06,+644.531250E-03,+2.955702782E+00,+2.309925079E+00
-225.000E-06,+644.531250E-03,+2.975234032E+00,+2.325550079E+00
-220.000E-06,+644.531250E-03,+2.994765282E+00,+2.341175079E+00
-215.000E-06,+644.531250E-03,+3.004530907E+00,+2.356800079E+00
-210.000E-06,+644.531250E-03,+3.024062157E+00,+2.372425079E+00
-205.000E-06,+644.531250E-03,+3.033827782E+00,+2.388050079E+00
-200.000E-06,+644.531250E-03,+3.053359032E+00,+2.403675079E+00
-195.000E-06,+644.531250E-03,+3.072890282E+00,+2.423206329E+00
-190.000E-06,+644.531250E-03,+3.092421532E+00,+2.434925079E+00
-185.000E-06,+644.531250E-03,+3.111952782E+00,+2.454456329E+00
-180.000E-06,+644.531250E-03,+3.121718407E+00,+2.473987579E+00
-175.000E-06,+648.437500E-03,+3.141249657E+00,+2.485706329E+00
-170.000E-06,+644.531250E-03,+3.160780907E+00,+2.505237579E+00
-165.000E-06,+648.437500E-03,+3.170546532E+00,+2.516956329E+00
-160.000E-06,+648.437500E-03,+3.190077782E+00,+2.532581329E+00
-155.000E-06,+648.437500E-03,+3.199843407E+00,+2.548206329E+00
-150.000E-06,+648.437500E-03,+3.219374657E+00,+2.563831329E+00
-145.000E-06,+648.437500E-03,+3.238905907E+00,+2.583362579E+00
-140.000E-06,+648.437500E-03,+3.248671532E+00,+2.598987579E+00
-135.000E-06,+648.437500E-03,+3.268202782E+00,+2.614612579E+00
-130.000E-06,+648.437500E-03,+3.287734032E+00,+2.634143829E+00
-125.000E-06,+648.437500E-03,+3.307265282E+00,+2.649768829E+00
-120.000E-06,+648.437500E-03,+3.317030907E+00,+2.661487579E+00
-115.000E-06,+652.343750E-03,+3.336562157E+00,+2.681018829E+00
-110.000E-06,+652.343750E-03,+3.346327782E+00,+2.692737579E+00
-105.000E-06,+652.343750E-03,+3.365859032E+00,+2.712268829E+00
-100.000E-06,+652.343750E-03,+3.385390282E+00,+2.727893829E+00
-95.000E-06,+652.343750E-03,+3.404921532E+00,+2.747425079E+00
-90.000E-06,+652.343750E-03,+3.414687157E+00,+2.763050079E+00
-85.000E-06,+652.343750E-03,+3.434218407E+00,+2.774768829E+00
-80.000E-06,+652.343750E-03,+3.443984032E+00,+2.790393829E+00
-75.000E-06,+652.343750E-03,+3.463515282E+00,+2.802112579E+00
-70.000E-06,+652.343750E-03,+3.473280907E+00,+2.817737579E+00
-65.000E-06,+652.343750E-03,+3.492812157E+00,+2.829456329E+00
-60.000E-06,+652.343750E-03,+3.502577782E+00,+2.845081329E+00
-55.000E-06,+652.343750E-03,+3.522109032E+00,+2.860706329E+00
-50.000E-06,+652.343750E-03,+3.531874657E+00,+2.876331329E+00
-45.000E-06,+652.343750E-03,+3.551405907E+00,+2.891956329E+00
-40.000E-06,+656.250000E-03,+3.570937157E+00,+2.911487579E+00
-35.000E-06,+656.250000E-03,+3.590468407E+00,+2.931018829E+00
-30.000E-06,+656.250000E-03,+3.609999657E+00,+2.946643829E+00
-25.000E-06,+656.250000E-03,+3.629530907E+00,+2.966175079E+00
-20.000E-06,+656.250000E-03,+3.639296532E+00,+2.981800079E+00
-15.000E-06,+656.250000E-03,+3.658827782E+00,+3.001331329E+00
-10.000E-06,+656.250000E-03,+3.678359032E+00,+3.016956329E+00
-5.000E-06,+656.250000E-03,+3.697890282E+00,+3.036487579E+00
-0.0E+00,+656.250000E-03,+3.717421532E+00,+3.052112579E+00
+5.000E-06,+656.250000E-03,+3.727187157E+00,+3.067737579E+00
+10.000E-06,+656.250000E-03,+3.746718407E+00,+3.083362579E+00
+15.000E-06,+656.250000E-03,+3.756484032E+00,+3.095081329E+00
+20.000E-06,+656.250000E-03,+3.766249657E+00,+3.106800079E+00
+25.000E-06,+656.250000E-03,+3.785780907E+00,+3.122425079E+00
+30.000E-06,+660.156250E-03,+3.805312157E+00,+3.138050079E+00
+35.000E-06,+656.250000E-03,+3.815077782E+00,+3.153675079E+00
+40.000E-06,+660.156250E-03,+3.834609032E+00,+3.165393829E+00
+45.000E-06,+660.156250E-03,+3.844374657E+00,+3.184925079E+00
+50.000E-06,+660.156250E-03,+3.863905907E+00,+3.200550079E+00
+55.000E-06,+660.156250E-03,+3.883437157E+00,+3.216175079E+00
+60.000E-06,+660.156250E-03,+3.893202782E+00,+3.231800079E+00
+65.000E-06,+660.156250E-03,+3.912734032E+00,+3.251331329E+00
+70.000E-06,+660.156250E-03,+3.932265282E+00,+3.266956329E+00
+75.000E-06,+660.156250E-03,+3.942030907E+00,+3.278675079E+00
+80.000E-06,+660.156250E-03,+3.961562157E+00,+3.298206329E+00
+85.000E-06,+660.156250E-03,+3.981093407E+00,+3.313831329E+00
+90.000E-06,+660.156250E-03,+4.000624657E+00,+3.329456329E+00
+95.000E-06,+660.156250E-03,+4.010390282E+00,+3.345081329E+00
+100.000E-06,+660.156250E-03,+4.029921532E+00,+3.364612579E+00
+105.000E-06,+660.156250E-03,+4.049452782E+00,+3.376331329E+00
+110.000E-06,+660.156250E-03,+4.059218407E+00,+3.391956329E+00
+115.000E-06,+664.062500E-03,+4.068984032E+00,+3.403675079E+00
+120.000E-06,+664.062500E-03,+4.088515282E+00,+3.419300079E+00
+125.000E-06,+664.062500E-03,+4.108046532E+00,+3.434925079E+00
+130.000E-06,+664.062500E-03,+4.117812157E+00,+3.450550079E+00
+135.000E-06,+664.062500E-03,+4.137343407E+00,+3.466175079E+00
+140.000E-06,+664.062500E-03,+4.147109032E+00,+3.481800079E+00
+145.000E-06,+664.062500E-03,+4.166640282E+00,+3.497425079E+00
+150.000E-06,+664.062500E-03,+4.186171532E+00,+3.513050079E+00
+155.000E-06,+664.062500E-03,+4.205702782E+00,+3.532581329E+00
+160.000E-06,+664.062500E-03,+4.215468407E+00,+3.548206329E+00
+165.000E-06,+664.062500E-03,+4.234999657E+00,+3.567737579E+00
+170.000E-06,+664.062500E-03,+4.244765282E+00,+3.579456329E+00
+175.000E-06,+664.062500E-03,+4.264296532E+00,+3.595081329E+00
+180.000E-06,+664.062500E-03,+4.274062157E+00,+3.606800079E+00
+185.000E-06,+667.968750E-03,+4.293593407E+00,+3.626331329E+00
+190.000E-06,+667.968750E-03,+4.313124657E+00,+3.641956329E+00
+195.000E-06,+664.062500E-03,+4.332655907E+00,+3.661487579E+00
+200.000E-06,+667.968750E-03,+4.352187157E+00,+3.677112579E+00
+205.000E-06,+667.968750E-03,+4.361952782E+00,+3.692737579E+00
+210.000E-06,+667.968750E-03,+4.381484032E+00,+3.712268829E+00
+215.000E-06,+667.968750E-03,+4.401015282E+00,+3.723987579E+00
+220.000E-06,+667.968750E-03,+4.410780907E+00,+3.739612579E+00
+225.000E-06,+667.968750E-03,+4.430312157E+00,+3.755237579E+00
+230.000E-06,+667.968750E-03,+4.440077782E+00,+3.770862579E+00
+235.000E-06,+667.968750E-03,+4.459609032E+00,+3.790393829E+00
+240.000E-06,+667.968750E-03,+4.479140282E+00,+3.806018829E+00
+245.000E-06,+667.968750E-03,+4.498671532E+00,+3.825550079E+00
+250.000E-06,+667.968750E-03,+4.518202782E+00,+3.841175079E+00
+255.000E-06,+667.968750E-03,+4.527968407E+00,+3.856800079E+00
+260.000E-06,+667.968750E-03,+4.547499657E+00,+3.868518829E+00
+265.000E-06,+667.968750E-03,+4.557265282E+00,+3.884143829E+00
+270.000E-06,+671.875000E-03,+4.576796532E+00,+3.895862579E+00
+275.000E-06,+671.875000E-03,+4.586562157E+00,+3.911487579E+00
+280.000E-06,+671.875000E-03,+4.606093407E+00,+3.927112579E+00
+285.000E-06,+671.875000E-03,+4.625624657E+00,+3.942737579E+00
+290.000E-06,+671.875000E-03,+4.635390282E+00,+3.962268829E+00
+295.000E-06,+671.875000E-03,+4.654921532E+00,+3.977893829E+00
+300.000E-06,+671.875000E-03,+4.674452782E+00,+3.993518829E+00
+305.000E-06,+671.875000E-03,+4.684218407E+00,+4.009143829E+00
+310.000E-06,+671.875000E-03,+4.703749657E+00,+4.024768829E+00
+315.000E-06,+671.875000E-03,+4.723280907E+00,+4.040393829E+00
+320.000E-06,+671.875000E-03,+4.733046532E+00,+4.056018829E+00
+325.000E-06,+671.875000E-03,+4.752577782E+00,+4.071643829E+00
+330.000E-06,+671.875000E-03,+4.772109032E+00,+4.087268829E+00
+335.000E-06,+671.875000E-03,+4.781874657E+00,+4.102893829E+00
+340.000E-06,+671.875000E-03,+4.801405907E+00,+4.118518829E+00
+345.000E-06,+671.875000E-03,+4.811171532E+00,+4.130237579E+00
+350.000E-06,+671.875000E-03,+4.830702782E+00,+4.149768829E+00
+355.000E-06,+671.875000E-03,+4.840468407E+00,+4.161487579E+00
+360.000E-06,+671.875000E-03,+4.859999657E+00,+4.177112579E+00
+365.000E-06,+671.875000E-03,+4.869765282E+00,+4.188831329E+00
+370.000E-06,+671.875000E-03,+4.889296532E+00,+4.204456329E+00
+375.000E-06,+671.875000E-03,+4.899062157E+00,+4.220081329E+00
+380.000E-06,+675.781250E-03,+4.918593407E+00,+4.231800079E+00
+385.000E-06,+675.781250E-03,+4.928359032E+00,+4.247425079E+00
+390.000E-06,+675.781250E-03,+4.947890282E+00,+4.263050079E+00
+395.000E-06,+675.781250E-03,+4.957655907E+00,+4.278675079E+00
+400.000E-06,+675.781250E-03,+4.977187157E+00,+4.290393829E+00
+405.000E-06,+675.781250E-03,+4.986952782E+00,+4.309925079E+00
+410.000E-06,+675.781250E-03,+5.006484032E+00,+4.325550079E+00
+415.000E-06,+675.781250E-03,+5.026015282E+00,+4.337268829E+00
+420.000E-06,+675.781250E-03,+5.035780907E+00,+4.352893829E+00
+425.000E-06,+675.781250E-03,+5.055312157E+00,+4.368518829E+00
+430.000E-06,+675.781250E-03,+5.065077782E+00,+4.384143829E+00
+435.000E-06,+675.781250E-03,+5.084609032E+00,+4.399768829E+00
+440.000E-06,+675.781250E-03,+5.094374657E+00,+4.411487579E+00
+445.000E-06,+675.781250E-03,+5.113905907E+00,+4.431018829E+00
+450.000E-06,+675.781250E-03,+5.123671532E+00,+4.442737579E+00
+455.000E-06,+675.781250E-03,+5.143202782E+00,+4.454456329E+00
+460.000E-06,+675.781250E-03,+5.152968407E+00,+4.470081329E+00
+465.000E-06,+675.781250E-03,+5.172499657E+00,+4.485706329E+00
+470.000E-06,+675.781250E-03,+5.182265282E+00,+4.501331329E+00
+475.000E-06,+675.781250E-03,+5.201796532E+00,+4.516956329E+00
+480.000E-06,+675.781250E-03,+5.221327782E+00,+4.532581329E+00
+485.000E-06,+675.781250E-03,+5.231093407E+00,+4.548206329E+00
+490.000E-06,+675.781250E-03,+5.250624657E+00,+4.563831329E+00
+495.000E-06,+675.781250E-03,+5.270155907E+00,+4.579456329E+00
+500.000E-06,+675.781250E-03,+5.279921532E+00,+4.595081329E+00
+505.000E-06,+675.781250E-03,+5.299452782E+00,+4.614612579E+00
+510.000E-06,+679.687500E-03,+5.318984032E+00,+4.626331329E+00
+515.000E-06,+679.687500E-03,+5.328749657E+00,+4.641956329E+00
+520.000E-06,+679.687500E-03,+5.348280907E+00,+4.657581329E+00
+525.000E-06,+679.687500E-03,+5.358046532E+00,+4.673206329E+00
+530.000E-06,+679.687500E-03,+5.377577782E+00,+4.688831329E+00
+535.000E-06,+679.687500E-03,+5.387343407E+00,+4.700550079E+00
+540.000E-06,+679.687500E-03,+5.406874657E+00,+4.716175079E+00
+545.000E-06,+679.687500E-03,+5.426405907E+00,+4.735706329E+00
+550.000E-06,+679.687500E-03,+5.436171532E+00,+4.751331329E+00
+555.000E-06,+679.687500E-03,+5.455702782E+00,+4.770862579E+00
+560.000E-06,+679.687500E-03,+5.475234032E+00,+4.786487579E+00
+565.000E-06,+679.687500E-03,+5.484999657E+00,+4.798206329E+00
+570.000E-06,+679.687500E-03,+5.504530907E+00,+4.817737579E+00
+575.000E-06,+679.687500E-03,+5.524062157E+00,+4.833362579E+00
+580.000E-06,+679.687500E-03,+5.533827782E+00,+4.848987579E+00
+585.000E-06,+679.687500E-03,+5.553359032E+00,+4.864612579E+00
+590.000E-06,+679.687500E-03,+5.572890282E+00,+4.880237579E+00
+595.000E-06,+679.687500E-03,+5.582655907E+00,+4.895862579E+00
+600.000E-06,+679.687500E-03,+5.602187157E+00,+4.915393829E+00
+605.000E-06,+679.687500E-03,+5.621718407E+00,+4.927112579E+00
+610.000E-06,+679.687500E-03,+5.631484032E+00,+4.946643829E+00
+615.000E-06,+679.687500E-03,+5.651015282E+00,+4.958362579E+00
+620.000E-06,+679.687500E-03,+5.660780907E+00,+4.973987579E+00
+625.000E-06,+683.593750E-03,+5.680312157E+00,+4.989612579E+00
+630.000E-06,+683.593750E-03,+5.699843407E+00,+5.005237579E+00
+635.000E-06,+683.593750E-03,+5.709609032E+00,+5.024768829E+00
+640.000E-06,+683.593750E-03,+5.729140282E+00,+5.036487579E+00
+645.000E-06,+683.593750E-03,+5.748671532E+00,+5.056018829E+00
